transaction_id,sale_date,customer_id,product_id,quantity,sales_channel,payment_method
45,2025-02-03,272,117,1,Store,Bank Transfer
46,2025-07-23,678,184,1,Online,Card
47,2024-02-29,594,189,2,Store,Card
48,2025-08-21,489,129,4,Online,Card
49,2025-06-04,83,48,1,Online,Bank Transfer
50,2025-02-17,123,146,1,Store,Cash
51,2025-03-05,674,150,2,Online,Card
52,2025-11-16,734,81,1,Online,Cash
53,2024-11-03,469,81,4,Marketplace,Card
54,2025-09-28,577,26,1,Online,Card
55,2024-12-23,903,18,4,Online,Card
56,2025-07-10,721,78,2,Marketplace,Cash
57,2024-01-09,684,142,1,Store,PayPal
58,2024-05-17,271,30,4,Store,Card
59,2024-10-15,620,54,2,Online,Cash
60,2024-09-27,518,126,1,Marketplace,Card
61,2025-10-11,434,71,1,Online,Card
62,2024-09-25,166,190,1,Store,Cash
63,2024-04-24,78,177,4,Online,Bank Transfer
64,2025-08-19,566,38,1,Online,Card
65,2024-02-10,921,92,1,Online,Card
66,2025-07-27,906,105,5,Store,PayPal
67,2024-08-30,886,42,5,Store,Bank Transfer
68,2024-01-26,184,189,4,Store,Card
69,2025-11-16,885,189,3,Online,Bank Transfer
70,2024-04-20,392,10,3,Online,Bank Transfer
71,2025-04-16,359,79,3,Marketplace,Card
72,2025-11-06,198,103,1,Marketplace,PayPal
73,2024-10-12,360,165,2,Store,Bank Transfer
74,2024-12-05,962,8,1,Marketplace,Card
75,2024-09-28,40,28,2,Online,Bank Transfer
76,2025-03-22,621,131,1,Marketplace,Card
77,2024-02-15,726,112,1,Marketplace,Card
78,2025-11-17,202,94,1,Marketplace,PayPal
79,2025-09-30,322,170,3,Store,Card
80,2024-11-12,683,105,1,Store,Cash
81,2024-07-15,431,171,4,Store,PayPal
82,2025-09-22,583,78,1,Store,Card
83,2024-08-03,441,149,2,Online,Card
84,2025-11-22,219,131,1,Marketplace,Bank Transfer
85,2024-06-22,675,22,1,Store,Cash
86,2024-04-05,839,193,1,Online,Bank Transfer
87,2024-05-30,26,12,1,Online,Bank Transfer
88,2024-03-15,467,107,4,Store,Bank Transfer
89,2025-01-28,507,103,1,Store,Card
90,2024-04-19,798,109,1,Store,Cash
91,2025-04-20,52,143,1,Store,Card
92,2025-04-20,684,136,5,Store,PayPal
93,2025-03-29,628,185,4,Online,PayPal
94,2025-04-01,919,41,2,Online,Card
95,2024-09-10,861,164,1,Store,Card
96,2024-09-01,282,113,1,Online,Card
97,2024-11-23,915,139,1,Online,Card
98,2024-06-05,724,55,1,Online,Card
99,2025-03-01,64,53,3,Online,Bank Transfer
100,2025-12-13,21,196,2,Online,PayPal
101,2024-11-01,772,100,3,Marketplace,Card
102,2025-07-13,820,155,4,Online,Card
103,2025-05-12,30,100,1,Store,Card
104,2024-06-18,861,120,4,Marketplace,Card
105,2025-02-07,607,145,2,Online,Card
106,2025-04-17,187,13,1,Online,Card
107,2024-12-11,780,98,1,Marketplace,Card
108,2024-03-24,482,5,2,Online,PayPal
109,2024-08-17,666,18,3,Store,Bank Transfer
110,2024-09-10,205,6,2,Online,Card
111,2024-04-27,578,56,1,Online,Card
112,2025-09-12,622,192,2,Store,Card
113,2024-11-14,111,149,1,Online,Cash
114,2025-01-19,407,184,1,Store,Bank Transfer
115,2024-09-05,105,179,3,Marketplace,Cash
116,2024-05-03,816,145,3,Online,Card
117,2025-01-14,71,130,2,Online,Card
118,2025-05-16,109,111,5,Store,Bank Transfer
119,2025-12-25,157,112,1,Online,Cash
120,2025-09-22,828,138,3,Online,Bank Transfer
121,2025-08-29,275,83,3,Store,Card
122,2025-04-06,250,193,1,Store,Card
123,2024-01-30,507,84,1,Online,Bank Transfer
124,2024-12-14,287,153,2,Online,Card
125,2024-07-14,88,62,2,Online,Bank Transfer
126,2025-12-08,488,166,2,Online,Card
127,2024-10-28,227,104,2,Online,Cash
128,2025-04-29,567,136,1,Marketplace,Cash
129,2024-12-26,720,117,1,Online,Card
130,2024-07-16,324,31,2,Marketplace,Cash
131,2024-07-15,222,190,1,Store,PayPal
132,2025-06-21,612,73,5,Store,Card
133,2025-01-04,184,78,1,Online,Card
134,2024-02-25,567,75,2,Online,Bank Transfer
135,2025-05-17,106,4,2,Online,Card
136,2024-07-07,989,14,1,Marketplace,Card
137,2024-03-07,411,126,1,Store,Card
138,2024-06-01,831,145,4,Online,Card
139,2025-07-25,783,107,2,Store,Card
140,2025-06-19,390,116,4,Online,Cash
141,2025-03-15,313,146,2,Store,Bank Transfer
142,2024-07-31,641,55,1,Online,Card
143,2025-07-19,77,41,1,Online,Cash
144,2024-10-25,34,60,1,Online,Bank Transfer
145,2024-03-13,704,60,4,Store,Cash
146,2025-11-08,824,51,1,Online,Cash
147,2024-09-29,847,37,1,Online,Card
148,2025-08-05,944,74,1,Online,Card
149,2025-02-16,966,70,2,Online,Card
150,2024-02-10,911,111,2,Store,Card
151,2024-08-22,985,173,3,Store,PayPal
152,2025-11-19,842,69,2,Store,Card
153,2025-06-15,668,114,4,Online,Cash
154,2025-10-12,834,126,5,Online,Card
155,2024-11-24,687,27,3,Online,Cash
156,2024-10-22,679,103,3,Store,Card
157,2024-11-18,259,83,1,Store,Bank Transfer
158,2024-01-02,674,139,1,Online,Card
159,2025-09-29,775,128,2,Store,Card
160,2025-07-16,135,74,1,Store,Card
161,2025-10-07,624,62,2,Online,Card
162,2025-02-21,96,58,5,Marketplace,Card
163,2024-04-30,664,40,1,Store,Card
164,2024-10-06,426,124,5,Online,Cash
165,2025-01-27,196,154,2,Marketplace,Bank Transfer
166,2024-10-09,792,107,1,Store,Card
167,2024-01-03,290,186,1,Store,PayPal
168,2025-05-16,887,39,1,Online,Card
169,2025-07-10,387,117,4,Marketplace,PayPal
170,2024-09-01,586,99,1,Store,Card
171,2025-04-29,723,98,1,Store,Bank Transfer
172,2024-06-04,508,10,1,Marketplace,Card
173,2024-04-12,896,113,1,Marketplace,Card
174,2024-05-27,420,168,5,Online,Bank Transfer
175,2024-09-28,347,160,2,Store,Bank Transfer
176,2025-11-21,880,137,1,Online,Bank Transfer
177,2025-05-14,894,139,1,Online,Cash
178,2024-10-21,233,192,1,Marketplace,Bank Transfer
179,2025-12-21,894,26,1,Store,PayPal
180,2024-02-17,333,15,1,Online,Card
181,2025-06-27,422,145,2,Online,Card
182,2025-09-16,892,98,2,Online,PayPal
183,2024-05-26,238,119,2,Online,Cash
184,2025-04-21,923,74,2,Online,Card
185,2024-12-19,602,77,2,Online,Card
186,2024-11-05,204,99,3,Online,Card
187,2025-01-02,589,76,5,Online,PayPal
188,2025-11-05,406,71,1,Marketplace,Bank Transfer
189,2024-02-20,933,156,2,Store,PayPal
190,2024-08-23,622,91,1,Online,Card
191,2025-11-06,698,36,2,Marketplace,Cash
192,2024-11-12,808,113,1,Online,Card
193,2024-10-29,335,192,1,Online,Bank Transfer
194,2025-01-09,544,129,4,Store,Card
195,2025-05-08,991,76,2,Online,Card
196,2024-03-18,145,194,5,Marketplace,Bank Transfer
197,2025-02-10,991,143,1,Store,Card
198,2025-07-03,127,117,1,Store,Card
199,2025-01-25,843,164,4,Online,Card
200,2024-01-26,635,144,1,Store,Cash
201,2025-10-12,844,119,4,Online,Card
202,2024-05-23,47,10,1,Online,Card
203,2025-07-04,139,100,1,Store,Bank Transfer
204,2025-07-07,430,151,2,Online,Card
205,2024-04-11,854,126,2,Marketplace,Card
206,2025-12-07,380,56,1,Marketplace,Bank Transfer
207,2024-04-11,703,95,2,Marketplace,Card
208,2025-02-11,283,49,5,Marketplace,Bank Transfer
209,2024-04-03,679,55,2,Store,Card
210,2024-12-07,250,33,3,Online,Bank Transfer
211,2025-07-21,213,151,1,Marketplace,Card
212,2024-05-31,808,153,1,Marketplace,Card
213,2024-05-13,554,65,3,Online,Bank Transfer
214,2024-05-14,16,92,3,Online,Card
215,2024-06-27,272,14,1,Online,Card
216,2024-03-06,488,115,3,Online,Card
217,2025-05-30,227,158,1,Store,Bank Transfer
218,2025-06-17,309,118,2,Online,PayPal
219,2025-02-15,437,176,1,Store,Card
220,2024-03-23,330,156,1,Online,Cash
221,2025-08-22,562,183,1,Marketplace,Card
222,2025-04-09,518,155,1,Store,Card
223,2025-11-01,667,197,2,Marketplace,Card
224,2024-08-21,424,87,3,Online,Bank Transfer
225,2024-11-16,438,81,2,Online,Card
226,2025-04-30,69,24,3,Online,Card
227,2025-01-16,832,34,2,Store,Cash
228,2024-12-03,687,32,1,Marketplace,PayPal
229,2025-03-09,889,185,1,Online,Card
230,2024-04-16,592,130,1,Store,Card
231,2024-04-20,359,143,1,Store,Cash
232,2025-03-15,866,144,5,Store,Cash
233,2025-10-20,571,7,2,Store,Cash
234,2024-01-30,185,70,2,Online,Card
235,2024-01-07,186,37,2,Online,Card
236,2025-10-10,996,8,1,Online,Card
237,2025-04-09,350,41,1,Store,Bank Transfer
238,2025-08-04,611,22,4,Online,Bank Transfer
239,2024-02-20,691,21,1,Store,Card
240,2025-03-28,425,70,1,Online,Card
241,2024-04-23,291,174,2,Online,Cash
242,2024-02-16,226,102,5,Online,Card
243,2024-08-04,786,36,3,Online,Card
244,2025-05-24,765,111,1,Online,Bank Transfer
245,2025-05-27,573,172,3,Online,Bank Transfer
246,2024-02-13,447,5,1,Online,Card
247,2025-03-15,588,104,2,Online,Card
248,2024-01-22,990,84,1,Marketplace,Card
249,2025-12-07,942,93,1,Store,Card
250,2025-08-26,411,135,1,Marketplace,Bank Transfer
251,2024-08-14,342,200,1,Online,Card
252,2025-06-06,199,199,1,Store,Bank Transfer
253,2024-05-31,242,27,1,Online,Cash
254,2025-11-02,78,46,5,Store,Card
255,2025-07-31,779,149,1,Marketplace,Cash
256,2025-10-12,640,83,3,Store,Card
257,2024-03-10,481,114,2,Store,Cash
258,2024-12-26,520,19,1,Online,Card
259,2024-10-20,79,166,3,Marketplace,Cash
260,2025-06-03,394,119,2,Marketplace,Bank Transfer
261,2024-02-12,461,147,2,Online,Card
262,2024-06-03,981,16,1,Store,Bank Transfer
263,2024-03-27,517,166,1,Online,Card
264,2025-03-25,537,134,2,Online,PayPal
265,2025-01-31,419,199,1,Store,Bank Transfer
266,2025-10-24,343,17,1,Store,Card
267,2024-09-15,742,169,5,Store,Card
268,2024-03-24,597,170,1,Online,PayPal
269,2025-12-16,679,101,1,Store,Card
270,2025-07-26,386,165,3,Store,Cash
271,2025-12-02,935,135,1,Store,Card
272,2024-01-19,372,80,1,Online,PayPal
273,2025-05-12,197,58,5,Online,Card
274,2024-04-13,520,198,2,Store,Card
275,2025-11-08,345,197,2,Store,Card
276,2024-07-04,852,178,3,Store,Card
277,2025-03-24,45,106,1,Store,PayPal
278,2025-09-17,292,193,2,Online,Card
279,2024-11-12,989,121,4,Online,Cash
280,2025-08-07,452,119,3,Store,Card
281,2025-03-04,990,42,3,Store,Card
282,2024-09-13,54,165,1,Online,PayPal
283,2025-12-29,867,133,3,Online,Bank Transfer
284,2024-10-06,461,132,1,Online,PayPal
285,2024-08-15,837,116,4,Marketplace,Card
286,2025-02-09,515,96,1,Marketplace,Card
287,2024-01-29,327,26,3,Store,Bank Transfer
288,2024-05-20,40,74,4,Online,Bank Transfer
289,2025-12-23,481,115,2,Marketplace,Card
290,2024-08-08,856,39,2,Store,Card
291,2024-04-23,795,74,1,Online,Card
292,2025-10-16,813,160,1,Online,PayPal
293,2025-09-03,549,5,2,Store,Bank Transfer
294,2024-10-25,440,1,2,Online,Card
295,2025-11-11,685,22,2,Online,PayPal
296,2025-07-11,520,130,2,Online,Card
297,2025-10-12,397,96,1,Online,Bank Transfer
298,2024-12-19,247,188,2,Online,Cash
299,2024-12-06,137,12,1,Online,Cash
300,2025-12-02,476,179,1,Online,Card
301,2025-04-13,38,76,1,Store,Bank Transfer
302,2024-11-19,956,80,2,Marketplace,Card
303,2024-09-16,38,193,2,Online,Bank Transfer
304,2024-02-18,887,168,1,Online,Card
305,2025-02-13,762,113,4,Online,PayPal
306,2025-05-23,709,128,1,Store,Card
307,2024-03-25,745,109,1,Store,Bank Transfer
308,2025-07-12,301,83,1,Online,Card
309,2025-04-01,618,184,1,Store,Card
310,2024-02-13,745,91,2,Online,Cash
311,2024-02-28,77,172,2,Online,Bank Transfer
312,2025-11-26,164,8,1,Store,Bank Transfer
313,2024-02-05,130,18,1,Store,Card
314,2025-08-03,34,155,1,Online,Card
315,2025-03-30,782,20,2,Online,Card
316,2025-10-27,286,64,5,Online,Card
317,2025-06-14,397,144,1,Store,Bank Transfer
318,2024-08-07,627,74,2,Marketplace,Card
319,2024-05-18,874,19,1,Marketplace,Card
320,2024-03-30,830,175,5,Marketplace,Cash
321,2025-12-27,67,141,2,Marketplace,Bank Transfer
322,2025-12-29,727,180,2,Store,Card
323,2024-05-04,206,36,1,Online,Card
324,2025-08-09,378,120,3,Store,Cash
325,2024-03-29,68,80,1,Store,Card
326,2025-02-24,788,105,3,Online,PayPal
327,2025-10-19,76,116,1,Online,Card
328,2025-07-18,656,151,1,Marketplace,Card
329,2024-02-26,852,32,2,Online,Card
330,2025-12-27,231,89,4,Online,Card
331,2024-03-21,257,51,2,Store,Card
332,2024-11-06,630,137,1,Store,Cash
333,2025-08-17,158,44,2,Store,Cash
334,2025-07-31,43,8,1,Marketplace,Bank Transfer
335,2024-09-28,667,54,3,Online,Cash
336,2025-05-24,911,161,2,Store,Card
337,2024-09-07,825,176,1,Online,Cash
338,2024-06-10,451,107,1,Online,Cash
339,2024-11-16,883,184,1,Marketplace,Card
340,2025-02-12,134,195,1,Store,Card
341,2025-04-22,126,69,1,Online,Card
342,2025-01-28,885,158,1,Marketplace,PayPal
343,2024-12-01,957,148,2,Online,Card
344,2025-06-11,479,128,4,Online,Card
345,2025-02-06,518,118,5,Online,Card
346,2024-02-21,289,127,2,Store,Cash
347,2024-10-19,550,3,3,Online,Bank Transfer
348,2025-01-09,783,104,1,Online,Cash
349,2024-07-18,372,142,1,Online,Card
350,2025-07-17,287,160,2,Online,PayPal
351,2025-02-07,383,87,2,Online,Card
352,2025-09-08,522,103,2,Online,Card
353,2024-12-07,824,122,2,Online,Bank Transfer
354,2024-05-23,336,157,1,Online,Cash
355,2024-11-02,608,87,2,Online,Card
356,2025-07-30,307,122,3,Online,Cash
357,2025-03-02,598,79,3,Store,Cash
358,2024-01-28,612,122,1,Store,PayPal
359,2025-08-15,592,59,2,Store,Card
360,2025-10-06,739,159,3,Online,Bank Transfer
361,2024-09-05,33,147,4,Online,Card
362,2024-11-17,429,39,1,Online,Card
363,2025-09-18,943,121,4,Store,Card
364,2024-05-21,532,54,2,Marketplace,Card
365,2025-01-20,322,45,1,Online,Card
366,2025-11-23,791,185,2,Store,Card
367,2025-05-10,197,64,1,Online,PayPal
368,2024-10-31,790,74,2,Store,Card
369,2025-05-06,358,144,4,Store,Card
370,2024-05-04,588,174,2,Marketplace,Card
371,2024-12-19,978,198,3,Online,Card
372,2024-03-21,355,114,2,Store,Card
373,2025-07-05,278,144,2,Online,Cash
374,2025-08-23,246,63,1,Marketplace,Card
375,2024-08-26,54,26,1,Store,Card
376,2024-05-20,6,141,5,Online,Cash
377,2025-05-02,489,167,1,Marketplace,Card
378,2025-10-23,61,197,1,Store,Card
379,2024-02-08,936,45,1,Store,PayPal
380,2024-02-07,857,102,3,Online,Bank Transfer
381,2024-10-23,898,10,1,Store,Card
382,2024-12-09,292,117,5,Online,Card
383,2024-05-17,872,130,1,Online,Card
384,2024-06-15,749,118,2,Store,Card
385,2024-12-11,810,76,2,Store,Card
386,2025-10-16,919,104,3,Online,Card
387,2025-11-16,98,48,5,Online,PayPal
388,2024-01-07,268,99,1,Store,PayPal
389,2024-11-05,597,186,2,Online,Card
390,2024-08-29,64,171,1,Online,Card
391,2025-05-29,946,181,3,Store,Cash
392,2024-10-29,377,158,1,Marketplace,Card
393,2025-04-10,766,156,1,Store,PayPal
394,2025-07-04,822,171,3,Store,Cash
395,2025-09-02,895,21,2,Online,Card
396,2025-07-31,115,16,3,Marketplace,Card
397,2025-07-03,154,43,1,Online,Card
398,2024-07-29,735,150,1,Marketplace,Card
399,2024-02-26,465,34,2,Online,Card
400,2025-04-18,689,79,2,Online,Bank Transfer
401,2024-08-11,593,19,1,Online,Card
402,2024-03-02,958,18,5,Online,Card
403,2024-07-03,788,35,3,Marketplace,Cash
404,2025-03-06,384,98,1,Marketplace,Card
405,2024-03-23,700,170,4,Online,Bank Transfer
406,2024-05-01,183,138,1,Online,PayPal
407,2024-01-04,775,6,5,Online,Bank Transfer
408,2025-03-10,545,98,3,Online,Card
409,2024-10-09,194,186,3,Online,Cash
410,2025-09-21,785,5,1,Online,Cash
411,2025-04-02,613,173,2,Online,Bank Transfer
412,2025-02-15,450,60,2,Store,Bank Transfer
413,2024-05-23,516,75,1,Marketplace,Cash
414,2025-08-14,613,198,2,Online,Card
415,2024-05-26,677,134,1,Online,Card
416,2025-08-28,901,189,4,Store,Card
417,2025-05-22,49,89,4,Store,Bank Transfer
418,2024-11-22,714,107,1,Online,Card
419,2025-07-04,485,62,3,Online,Bank Transfer
420,2025-04-19,937,15,2,Marketplace,Cash
421,2024-05-17,398,63,1,Online,Card
422,2025-04-05,868,95,1,Store,Card
423,2024-10-01,387,173,2,Online,Card
424,2025-08-24,742,172,2,Online,Bank Transfer
425,2024-12-06,311,4,1,Online,Bank Transfer
426,2025-05-05,937,63,2,Store,Card
427,2024-09-02,566,83,3,Online,Card
428,2025-01-02,316,67,1,Marketplace,Card
429,2025-04-25,780,82,4,Online,Card
430,2025-07-30,885,57,2,Online,Cash
431,2025-08-21,594,185,1,Online,Card
432,2025-01-23,584,63,1,Store,Cash
433,2024-09-20,782,126,5,Store,Card
434,2024-06-21,751,91,1,Store,Card
435,2025-07-09,658,16,2,Store,Card
436,2025-11-15,50,196,1,Online,Cash
437,2024-03-10,725,39,1,Online,Card
438,2025-09-24,654,171,4,Marketplace,Cash
439,2024-01-17,7,137,2,Online,Card
440,2024-10-08,549,74,1,Store,Cash
441,2024-07-02,110,25,2,Online,Cash
442,2024-09-15,835,91,1,Online,Card
443,2025-02-19,471,145,1,Store,Card
444,2024-03-23,670,167,3,Online,Card
445,2025-07-19,488,15,2,Store,Card
446,2025-03-20,661,85,2,Marketplace,Card
447,2025-06-24,942,11,1,Marketplace,Cash
448,2025-08-03,487,70,1,Online,PayPal
449,2025-07-10,578,169,1,Marketplace,Card
450,2024-07-31,602,37,3,Store,Card
451,2024-03-19,307,42,2,Store,Bank Transfer
452,2025-11-24,919,139,1,Store,Card
453,2025-12-06,742,21,2,Marketplace,Card
454,2025-03-23,238,20,1,Store,PayPal
455,2025-02-10,993,199,1,Store,Bank Transfer
456,2025-04-06,503,59,1,Marketplace,Card
457,2025-11-27,600,170,1,Store,Card
458,2024-09-09,731,19,1,Online,Bank Transfer
459,2025-10-11,158,190,1,Online,Card
460,2024-11-11,456,93,3,Online,Card
461,2025-03-17,460,143,2,Online,Card
462,2024-12-28,568,24,2,Store,Bank Transfer
463,2024-01-13,299,106,1,Online,PayPal
464,2024-09-05,586,134,1,Online,Card
465,2024-11-04,275,127,1,Online,Card
466,2024-11-02,496,20,1,Marketplace,Bank Transfer
467,2025-05-22,609,158,1,Online,Card
468,2025-02-09,341,159,1,Marketplace,Card
469,2025-03-16,836,167,5,Online,Card
470,2025-12-12,206,123,1,Marketplace,PayPal
471,2024-10-25,753,178,2,Marketplace,Bank Transfer
472,2024-11-29,386,72,3,Online,Card
473,2025-07-31,205,152,5,Online,Bank Transfer
474,2024-01-28,976,187,1,Store,Card
475,2024-10-25,852,178,1,Store,Bank Transfer
476,2025-11-20,512,36,2,Online,Cash
477,2025-03-09,809,97,1,Marketplace,Card
478,2025-02-14,548,130,4,Marketplace,Card
479,2024-02-07,810,93,2,Store,Cash
480,2024-03-28,112,197,1,Store,Card
481,2025-09-19,46,145,5,Store,Card
482,2024-12-05,989,111,1,Online,Card
483,2025-06-15,572,149,2,Online,Card
484,2025-04-19,791,174,2,Online,Card
485,2024-01-26,495,27,1,Marketplace,Card
486,2024-05-25,357,80,1,Store,Card
487,2024-12-22,488,25,1,Store,Card
488,2024-11-03,46,182,1,Store,Cash
489,2025-11-24,820,43,4,Store,Card
490,2025-07-19,164,85,2,Marketplace,Card
491,2025-02-18,645,48,1,Store,Card
492,2025-09-20,905,51,1,Online,Card
493,2024-08-07,211,72,3,Store,Card
494,2024-04-14,819,138,1,Online,Card
495,2024-09-25,687,126,2,Store,Cash
496,2025-09-17,402,151,1,Online,Card
497,2024-06-25,834,173,2,Online,Cash
498,2024-03-27,689,35,1,Online,Card
499,2025-01-17,711,37,2,Online,Card
500,2025-01-27,434,48,1,Online,PayPal
501,2024-06-26,569,43,1,Online,Card
502,2025-04-06,635,14,3,Marketplace,Card
503,2024-07-18,835,99,5,Online,Card
504,2025-12-02,504,107,2,Online,Card
505,2025-08-01,32,195,1,Online,Card
506,2024-10-22,173,200,1,Store,Bank Transfer
507,2025-07-16,524,29,2,Online,Card
508,2025-01-10,556,194,1,Store,Card
509,2025-03-11,105,189,3,Store,Card
510,2024-02-03,461,68,1,Store,Card
511,2024-04-30,795,61,1,Store,Cash
512,2025-12-28,625,162,1,Store,Bank Transfer
513,2024-07-30,825,16,2,Online,Cash
514,2024-06-21,332,181,1,Store,PayPal
515,2025-06-10,922,174,3,Online,Bank Transfer
516,2025-02-25,941,16,5,Marketplace,Card
517,2024-05-15,256,38,2,Store,Bank Transfer
518,2025-11-23,403,126,1,Store,Cash
519,2025-01-19,463,20,2,Marketplace,Card
520,2025-06-11,768,72,2,Marketplace,Card
521,2025-05-14,336,149,1,Store,Bank Transfer
522,2025-04-14,651,171,2,Marketplace,Bank Transfer
523,2025-02-11,224,110,3,Online,Card
524,2024-10-17,346,141,2,Store,Card
525,2024-12-17,916,175,3,Online,Cash
526,2025-04-15,17,32,4,Online,Card
527,2025-03-14,208,177,4,Marketplace,Card
528,2024-10-07,96,168,1,Online,Cash
529,2025-10-26,170,14,1,Online,Cash
530,2024-08-27,440,168,1,Online,Card
531,2024-03-20,136,152,1,Store,Card
532,2025-12-13,352,31,5,Online,Card
533,2024-03-13,235,99,1,Store,Card
534,2025-01-11,903,77,1,Store,Bank Transfer
535,2024-05-16,657,174,1,Online,Card
536,2025-10-27,169,113,1,Online,Bank Transfer
537,2025-02-25,631,176,1,Online,Bank Transfer
538,2024-05-23,771,32,2,Online,PayPal
539,2024-11-18,811,36,1,Store,Card
540,2025-09-07,615,185,2,Store,Cash
541,2025-11-05,897,78,1,Store,Card
542,2025-02-05,303,166,1,Marketplace,PayPal
543,2025-05-21,396,29,1,Store,Card
544,2024-01-13,370,82,1,Marketplace,Cash
545,2025-01-09,560,175,1,Online,PayPal
546,2024-03-15,18,151,1,Online,Card
547,2024-03-02,972,102,2,Store,Card
548,2025-03-01,434,180,1,Store,Card
549,2024-06-05,285,22,1,Online,Card
550,2024-06-08,550,84,1,Store,Bank Transfer
551,2025-11-28,659,17,1,Online,PayPal
552,2024-09-01,60,63,1,Online,Card
553,2025-09-15,57,80,2,Store,Card
554,2024-01-13,725,36,2,Online,PayPal
555,2025-06-19,530,185,1,Online,Bank Transfer
556,2024-10-02,751,31,3,Online,Bank Transfer
557,2024-10-05,537,17,1,Marketplace,Cash
558,2025-05-23,467,131,1,Online,Cash
559,2025-01-11,162,66,3,Marketplace,Cash
560,2024-04-28,234,190,2,Online,Bank Transfer
561,2024-09-07,48,121,1,Marketplace,Card
562,2024-02-06,567,183,2,Online,Card
563,2025-03-02,938,185,1,Store,Cash
564,2024-05-02,515,173,4,Online,Bank Transfer
565,2024-02-17,977,103,1,Online,Card
566,2024-11-14,336,23,2,Online,Card
567,2025-07-31,804,78,2,Online,Card
568,2025-05-20,792,199,1,Marketplace,Bank Transfer
569,2024-09-08,155,2,4,Online,Card
570,2025-10-13,860,178,4,Marketplace,Card
571,2025-11-04,386,189,2,Online,Card
572,2024-08-31,430,126,5,Marketplace,Card
573,2024-10-13,96,12,4,Marketplace,Card
574,2025-12-18,918,96,1,Store,Cash
575,2025-06-01,137,164,3,Online,Cash
576,2025-03-21,679,34,1,Online,Card
577,2025-02-06,718,189,1,Online,Card
578,2024-07-26,140,200,3,Online,Card
579,2025-04-05,478,81,1,Online,PayPal
580,2024-07-31,463,79,1,Marketplace,Card
581,2025-12-03,312,181,2,Online,Bank Transfer
582,2024-12-01,152,24,2,Marketplace,Card
583,2024-02-20,694,77,1,Marketplace,Card
584,2025-02-18,876,116,2,Store,Card
585,2024-04-14,824,36,1,Online,Bank Transfer
586,2024-08-15,134,51,3,Online,Cash
587,2025-10-22,87,150,2,Marketplace,Card
588,2024-03-07,203,166,1,Online,PayPal
589,2024-12-05,126,11,4,Online,PayPal
590,2025-03-19,842,186,1,Online,Cash
591,2024-06-25,363,55,4,Online,Card
592,2024-06-01,36,158,2,Online,Card
593,2025-02-25,904,141,1,Online,Card
594,2025-03-05,205,165,4,Online,Cash
595,2025-07-10,814,5,5,Store,Card
596,2025-07-11,801,125,1,Store,Card
597,2024-10-03,185,7,1,Online,Bank Transfer
598,2024-10-14,60,121,2,Store,PayPal
599,2024-06-12,103,64,2,Online,Bank Transfer
600,2024-02-27,783,57,2,Marketplace,Card
601,2024-06-26,181,61,2,Store,Cash
602,2025-08-28,29,181,2,Marketplace,Cash
603,2025-07-30,972,49,3,Store,PayPal
604,2025-07-09,317,45,1,Online,Card
605,2024-08-12,21,135,1,Online,Cash
606,2024-05-13,349,184,1,Store,Bank Transfer
607,2024-03-01,23,38,2,Marketplace,Bank Transfer
608,2025-06-22,882,94,5,Online,PayPal
609,2025-02-09,601,26,1,Online,PayPal
610,2025-03-23,811,164,5,Store,Card
611,2025-07-29,711,158,3,Online,Cash
